10.0000	151.0000
10.0371	157.0000
10.0741	160.0000
10.1112	193.0000
10.1482	153.0000
10.1853	147.0000
10.2223	162.0000
10.2594	158.0000
10.2964	147.0000
10.3335	161.0000
10.3705	171.0000
10.4076	173.0000
10.4446	172.0000
10.4817	167.0000
10.5187	152.0000
10.5558	155.0000
10.5928	166.0000
10.6299	159.0000
10.6669	168.0000
10.7040	138.0000
10.7410	148.0000
10.7781	158.0000
10.8151	141.0000
10.8522	167.0000
10.8892	127.0000
10.9263	142.0000
10.9633	164.0000
11.0004	165.0000
11.0374	132.0000
11.0745	145.0000
11.1115	154.0000
11.1486	161.0000
11.1856	156.0000
11.2227	145.0000
11.2597	157.0000
11.2968	118.0000
11.3338	142.0000
11.3709	156.0000
11.4079	154.0000
11.4450	139.0000
11.4820	156.0000
11.5191	136.0000
11.5561	143.0000
11.5932	144.0000
11.6302	137.0000
11.6673	142.0000
11.7043	137.0000
11.7414	151.0000
11.7784	130.0000
11.8155	134.0000
11.8525	146.0000
11.8896	137.0000
11.9266	133.0000
11.9637	137.0000
12.0007	145.0000
12.0378	142.0000
12.0748	116.0000
12.1119	143.0000
12.1489	136.0000
12.1860	118.0000
12.2230	112.0000
12.2601	140.0000
12.2971	140.0000
12.3342	135.0000
12.3712	131.0000
12.4083	127.0000
12.4453	118.0000
12.4824	130.0000
12.5194	140.0000
12.5565	113.0000
12.5935	113.0000
12.6306	130.0000
12.6676	122.0000
12.7047	126.0000
12.7417	132.0000
12.7788	119.0000
12.8158	126.0000
12.8529	127.0000
12.8899	120.0000
12.9270	127.0000
12.9640	125.0000
13.0011	120.0000
13.0381	124.0000
13.0752	107.0000
13.1122	138.0000
13.1493	158.0000
13.1863	122.0000
13.2234	139.0000
13.2604	108.0000
13.2975	129.0000
13.3345	123.0000
13.3716	123.0000
13.4086	129.0000
13.4457	125.0000
13.4827	112.0000
13.5198	109.0000
13.5568	125.0000
13.5939	111.0000
13.6309	108.0000
13.6680	121.0000
13.7050	96.0000
13.7421	109.0000
13.7791	102.0000
13.8162	114.0000
13.8532	111.0000
13.8903	124.0000
13.9273	131.0000
13.9644	104.0000
14.0014	116.0000
14.0385	110.0000
14.0755	103.0000
14.1126	117.0000
14.1496	113.0000
14.1867	109.0000
14.2237	112.0000
14.2608	108.0000
14.2978	97.0000
14.3349	94.0000
14.3719	111.0000
14.4090	96.0000
14.4460	102.0000
14.4831	109.0000
14.5201	133.0000
14.5572	93.0000
14.5942	110.0000
14.6313	97.0000
14.6683	127.0000
14.7054	103.0000
14.7424	120.0000
14.7795	119.0000
14.8165	113.0000
14.8536	96.0000
14.8906	134.0000
14.9277	100.0000
14.9647	113.0000
15.0018	100.0000
15.0388	103.0000
15.0759	110.0000
15.1129	98.0000
15.1500	103.0000
15.1870	97.0000
15.2241	109.0000
15.2611	94.0000
15.2982	112.0000
15.3352	108.0000
15.3723	100.0000
15.4093	129.0000
15.4464	92.0000
15.4834	118.0000
15.5205	105.0000
15.5575	100.0000
15.5946	102.0000
15.6316	93.0000
15.6687	106.0000
15.7057	115.0000
15.7428	131.0000
15.7798	115.0000
15.8169	101.0000
15.8539	112.0000
15.8910	111.0000
15.9280	107.0000
15.9651	117.0000
16.0021	113.0000
16.0392	113.0000
16.0762	119.0000
16.1133	113.0000
16.1503	89.0000
16.1874	107.0000
16.2244	104.0000
16.2615	80.0000
16.2985	94.0000
16.3356	98.0000
16.3726	114.0000
16.4097	107.0000
16.4467	102.0000
16.4838	127.0000
16.5208	90.0000
16.5579	95.0000
16.5949	93.0000
16.6320	110.0000
16.6690	95.0000
16.7061	105.0000
16.7431	118.0000
16.7802	82.0000
16.8172	102.0000
16.8543	77.0000
16.8913	102.0000
16.9284	96.0000
16.9654	90.0000
17.0025	104.0000
17.0395	95.0000
17.0766	104.0000
17.1136	106.0000
17.1507	101.0000
17.1877	102.0000
17.2248	92.0000
17.2618	104.0000
17.2989	105.0000
17.3359	90.0000
17.3730	101.0000
17.4100	101.0000
17.4471	95.0000
17.4841	93.0000
17.5212	109.0000
17.5582	96.0000
17.5953	105.0000
17.6323	98.0000
17.6694	82.0000
17.7064	97.0000
17.7435	88.0000
17.7805	109.0000
17.8176	106.0000
17.8546	94.0000
17.8917	107.0000
17.9287	101.0000
17.9658	97.0000
18.0028	128.0000
18.0399	100.0000
18.0769	107.0000
18.1140	105.0000
18.1510	107.0000
18.1881	114.0000
18.2251	107.0000
18.2622	143.0000
18.2992	128.0000
18.3363	141.0000
18.3733	145.0000
18.4104	206.0000
18.4474	244.0000
18.4845	465.0000
18.5215	1048.0000
18.5586	2456.0000
18.5956	4249.0000
18.6327	3863.0000
18.6697	2551.0000
18.7068	1302.0000
18.7438	822.0000
18.7809	557.0000
18.8179	383.0000
18.8550	281.0000
18.8920	222.0000
18.9291	168.0000
18.9661	127.0000
19.0032	140.0000
19.0402	135.0000
19.0773	123.0000
19.1143	109.0000
19.1514	104.0000
19.1884	95.0000
19.2255	106.0000
19.2625	139.0000
19.2996	109.0000
19.3366	92.0000
19.3737	116.0000
19.4107	104.0000
19.4478	98.0000
19.4848	92.0000
19.5219	91.0000
19.5589	104.0000
19.5960	90.0000
19.6330	91.0000
19.6701	100.0000
19.7071	70.0000
19.7442	83.0000
19.7812	88.0000
19.8183	82.0000
19.8553	93.0000
19.8924	78.0000
19.9294	92.0000
19.9665	90.0000
20.0035	98.0000
20.0406	77.0000
20.0776	71.0000
20.1147	97.0000
20.1517	97.0000
20.1888	100.0000
20.2258	67.0000
20.2629	83.0000
20.2999	81.0000
20.3370	94.0000
20.3740	116.0000
20.4111	130.0000
20.4481	171.0000
20.4852	292.0000
20.5222	419.0000
20.5593	463.0000
20.5963	406.0000
20.6334	295.0000
20.6704	260.0000
20.7075	207.0000
20.7445	192.0000
20.7816	196.0000
20.8186	188.0000
20.8557	175.0000
20.8927	190.0000
20.9298	158.0000
20.9668	162.0000
21.0039	188.0000
21.0409	169.0000
21.0780	171.0000
21.1150	188.0000
21.1521	173.0000
21.1891	174.0000
21.2262	220.0000
21.2632	211.0000
21.3003	205.0000
21.3373	214.0000
21.3744	199.0000
21.4114	196.0000
21.4485	190.0000
21.4855	200.0000
21.5226	209.0000
21.5596	180.0000
21.5967	193.0000
21.6337	197.0000
21.6708	160.0000
21.7078	164.0000
21.7449	163.0000
21.7819	157.0000
21.8190	160.0000
21.8560	124.0000
21.8931	133.0000
21.9301	120.0000
21.9672	127.0000
22.0042	124.0000
22.0413	117.0000
22.0783	113.0000
22.1154	130.0000
22.1524	120.0000
22.1895	103.0000
22.2265	97.0000
22.2636	102.0000
22.3006	96.0000
22.3377	108.0000
22.3747	101.0000
22.4118	101.0000
22.4488	115.0000
22.4859	109.0000
22.5229	127.0000
22.5600	99.0000
22.5970	107.0000
22.6341	116.0000
22.6711	115.0000
22.7082	99.0000
22.7452	96.0000
22.7823	101.0000
22.8193	112.0000
22.8564	108.0000
22.8934	107.0000
22.9305	108.0000
22.9675	109.0000
23.0046	98.0000
23.0416	88.0000
23.0787	111.0000
23.1157	90.0000
23.1528	96.0000
23.1898	114.0000
23.2269	129.0000
23.2640	138.0000
23.3010	106.0000
23.3381	103.0000
23.3751	106.0000
23.4122	109.0000
23.4492	106.0000
23.4863	116.0000
23.5233	101.0000
23.5604	108.0000
23.5974	94.0000
23.6345	107.0000
23.6715	107.0000
23.7086	122.0000
23.7456	119.0000
23.7827	98.0000
23.8197	102.0000
23.8568	115.0000
23.8938	103.0000
23.9309	124.0000
23.9679	120.0000
24.0050	129.0000
24.0420	118.0000
24.0791	123.0000
24.1161	117.0000
24.1532	110.0000
24.1902	125.0000
24.2273	102.0000
24.2643	102.0000
24.3014	101.0000
24.3384	105.0000
24.3755	101.0000
24.4125	87.0000
24.4496	93.0000
24.4866	95.0000
24.5237	112.0000
24.5607	99.0000
24.5978	114.0000
24.6348	109.0000
24.6719	85.0000
24.7089	77.0000
24.7460	79.0000
24.7830	93.0000
24.8201	82.0000
24.8571	88.0000
24.8942	81.0000
24.9312	76.0000
24.9683	94.0000
25.0053	96.0000
25.0424	83.0000
25.0794	81.0000
25.1165	76.0000
25.1535	79.0000
25.1906	89.0000
25.2276	89.0000
25.2647	73.0000
25.3017	65.0000
25.3388	102.0000
25.3758	83.0000
25.4129	79.0000
25.4499	73.0000
25.4870	70.0000
25.5240	71.0000
25.5611	67.0000
25.5981	88.0000
25.6352	88.0000
25.6722	75.0000
25.7093	82.0000
25.7463	80.0000
25.7834	71.0000
25.8204	81.0000
25.8575	77.0000
25.8945	66.0000
25.9316	81.0000
25.9686	85.0000
26.0057	86.0000
26.0427	78.0000
26.0798	71.0000
26.1168	72.0000
26.1539	73.0000
26.1909	65.0000
26.2280	84.0000
26.2650	67.0000
26.3021	76.0000
26.3391	65.0000
26.3762	56.0000
26.4132	85.0000
26.4503	77.0000
26.4873	68.0000
26.5244	65.0000
26.5614	77.0000
26.5985	73.0000
26.6355	69.0000
26.6726	75.0000
26.7096	59.0000
26.7467	73.0000
26.7837	77.0000
26.8208	89.0000
26.8578	75.0000
26.8949	95.0000
26.9319	78.0000
26.9690	88.0000
27.0060	97.0000
27.0431	84.0000
27.0801	84.0000
27.1172	79.0000
27.1542	68.0000
27.1913	80.0000
27.2283	73.0000
27.2654	78.0000
27.3024	73.0000
27.3395	76.0000
27.3765	79.0000
27.4136	78.0000
27.4506	94.0000
27.4877	72.0000
27.5247	73.0000
27.5618	68.0000
27.5988	77.0000
27.6359	77.0000
27.6729	83.0000
27.7100	73.0000
27.7470	70.0000
27.7841	91.0000
27.8211	97.0000
27.8582	76.0000
27.8952	91.0000
27.9323	68.0000
27.9693	78.0000
28.0064	82.0000
28.0434	75.0000
28.0805	73.0000
28.1175	80.0000
28.1546	70.0000
28.1916	82.0000
28.2287	74.0000
28.2657	70.0000
28.3028	75.0000
28.3398	74.0000
28.3769	67.0000
28.4139	82.0000
28.4510	59.0000
28.4880	65.0000
28.5251	88.0000
28.5621	70.0000
28.5992	87.0000
28.6362	50.0000
28.6733	73.0000
28.7103	80.0000
28.7474	68.0000
28.7844	63.0000
28.8215	70.0000
28.8585	69.0000
28.8956	65.0000
28.9326	50.0000
28.9697	75.0000
29.0067	58.0000
29.0438	62.0000
29.0808	65.0000
29.1179	73.0000
29.1549	72.0000
29.1920	66.0000
29.2290	57.0000
29.2661	43.0000
29.3031	59.0000
29.3402	60.0000
29.3772	64.0000
29.4143	67.0000
29.4513	65.0000
29.4884	73.0000
29.5254	58.0000
29.5625	62.0000
29.5995	53.0000
29.6366	53.0000
